learning_rate,weight_decay,dropout,momentum,accuracy,precision,sensitivity,specificity,MCC,AUC,Auc
0.01,0.001,0.2,0.9,0.777108434,0.785276074,0.766467066,0.787878788,0.554426342,0.777172927,0.837289058
0.01,0.001,0.2,0.9,0.740963855,0.782051282,0.701149425,0.784810127,0.48627804,0.742979776,0.826785974
0.01,0.001,0.2,0.9,0.719879518,0.690909091,0.730769231,0.710227273,0.440203581,0.720498252,0.828598485
0.01,0.001,0.5,0.1,0.801204819,0.8125,0.78313253,0.819277108,0.602803528,0.801204819,0.871389171
0.01,0.001,0.5,0.1,0.728915663,0.78,0.672413793,0.791139241,0.465180254,0.731776517,0.839807944
0.01,0.001,0.5,0.1,0.780120482,0.79375,0.760479042,0.8,0.560835338,0.780239521,0.857448739
0.01,0.001,0.5,0.1,0.753012048,0.802631579,0.701149425,0.810126582,0.512507865,0.755638004,0.8418449
0.01,0.001,0.5,0.1,0.743975904,0.775193798,0.641025641,0.835227273,0.487655812,0.738126457,0.843822844
0.01,0.001,0.5,0.5,0.801204819,0.828947368,0.759036145,0.843373494,0.604563542,0.801204819,0.873385107
0.01,0.001,0.5,0.5,0.725903614,0.76433121,0.689655172,0.765822785,0.455618848,0.727738979,0.822930307
0.01,0.001,0.5,0.5,0.789156627,0.777142857,0.814371257,0.763636364,0.578848513,0.789003811,0.860497187
0.01,0.001,0.5,0.5,0.753012048,0.815068493,0.683908046,0.829113924,0.516186012,0.756510985,0.833624327
0.01,0.001,0.5,0.5,0.719879518,0.659898477,0.833333333,0.619318182,0.459920337,0.726325758,0.835118007
0.01,0.001,0.5,0.9,0.768072289,0.757225434,0.789156627,0.746987952,0.5366219,0.768072289,0.857871244
0.01,0.001,0.5,0.9,0.734939759,0.759036145,0.724137931,0.746835443,0.470426128,0.735486687,0.809944711
0.01,0.001,0.5,0.9,0.762048193,0.775,0.74251497,0.781818182,0.52466647,0.762166576,0.842406097
0.01,0.001,0.5,0.9,0.725903614,0.767741935,0.683908046,0.772151899,0.456533463,0.728029972,0.824130656
0.01,0.001,0.5,0.9,0.740963855,0.721518987,0.730769231,0.75,0.480454351,0.740384615,0.831275495
0.01,0.001,0.8,0.1,0.798192771,0.832214765,0.746987952,0.84939759,0.599537725,0.798192771,0.869320656
0.01,0.001,0.8,0.1,0.740963855,0.814285714,0.655172414,0.835443038,0.496169149,0.745307726,0.840389932
0.01,0.001,0.8,0.1,0.792168675,0.845070423,0.718562874,0.866666667,0.591432894,0.79261477,0.857811649
0.01,0.001,0.8,0.1,0.746987952,0.804054054,0.683908046,0.816455696,0.502746702,0.750181871,0.850756584
0.01,0.001,0.8,0.1,0.756024096,0.773722628,0.679487179,0.823863636,0.510283847,0.751675408,0.840107809
0.01,0.001,0.8,0.5,0.789156627,0.838028169,0.71686747,0.861445783,0.584453899,0.789156627,0.87298592
0.01,0.001,0.8,0.5,0.743975904,0.76969697,0.729885057,0.759493671,0.488818966,0.744689364,0.835552161
0.01,0.001,0.8,0.5,0.774096386,0.828571429,0.694610778,0.854545455,0.556008579,0.774578116,0.850408274
0.01,0.001,0.8,0.5,0.759036145,0.826388889,0.683908046,0.841772152,0.529742253,0.762840099,0.852029681
0.01,0.001,0.8,0.5,0.746987952,0.746575342,0.698717949,0.789772727,0.491181512,0.744245338,0.840362762
0.01,0.001,0.8,0.9,0.813253012,0.829113924,0.789156627,0.837349398,0.627234838,0.813253012,0.873530266
0.01,0.001,0.8,0.9,0.728915663,0.776315789,0.67816092,0.784810127,0.464086518,0.731485523,0.830532519
0.01,0.001,0.8,0.9,0.792168675,0.795180723,0.790419162,0.793939394,0.584347952,0.792179278,0.854690619
0.01,0.001,0.8,0.9,0.756024096,0.775147929,0.752873563,0.759493671,0.511855485,0.756183617,0.854794122
0.01,0.001,0.8,0.9,0.753012048,0.74025974,0.730769231,0.772727273,0.503900432,0.751748252,0.846918706
0.01,0.01,0.2,0.1,0.813253012,0.866197183,0.740963855,0.885542169,0.633158391,0.813253012,0.871389171
0.01,0.01,0.2,0.1,0.725903614,0.782312925,0.66091954,0.797468354,0.460884153,0.729193947,0.825003637
0.01,0.01,0.2,0.1,0.774096386,0.806666667,0.724550898,0.824242424,0.551350411,0.774396661,0.847250953
0.01,0.01,0.2,0.1,0.746987952,0.75862069,0.75862069,0.734177215,0.492797905,0.746398952,0.851374945
0.01,0.01,0.2,0.1,0.75,0.766423358,0.673076923,0.818181818,0.498025219,0.745629371,0.838942308
0.01,0.01,0.2,0.5,0.762048193,0.732620321,0.825301205,0.698795181,0.528341163,0.762048193,0.872078676
0.01,0.01,0.2,0.5,0.737951807,0.78807947,0.683908046,0.797468354,0.482792152,0.7406882,0.821766332
0.01,0.01,0.2,0.5,0.765060241,0.760233918,0.778443114,0.751515152,0.530189209,0.764979133,0.850626021
0.01,0.01,0.2,0.5,0.746987952,0.777777778,0.724137931,0.772151899,0.495857145,0.748144915,0.843590863
0.01,0.01,0.2,0.5,0.753012048,0.717647059,0.782051282,0.727272727,0.508546669,0.754662005,0.838650932
0.01,0.01,0.2,0.9,0.765060241,0.768292683,0.759036145,0.771084337,0.530158962,0.765060241,0.847619393
0.01,0.01,0.2,0.9,0.719879518,0.754716981,0.689655172,0.753164557,0.442698975,0.721409865,0.812127164
0.01,0.01,0.2,0.9,0.762048193,0.771604938,0.748502994,0.775757576,0.524403323,0.762130285,0.838141898
0.01,0.01,0.2,0.9,0.722891566,0.777027027,0.66091954,0.791139241,0.45421169,0.72602939,0.804306707
0.01,0.01,0.2,0.9,0.728915663,0.714285714,0.705128205,0.75,0.45549333,0.727564103,0.818764569
0.01,0.01,0.5,0.1,0.810240964,0.855172414,0.746987952,0.873493976,0.625507354,0.810240964,0.865183626
0.01,0.01,0.5,0.1,0.725903614,0.767741935,0.683908046,0.772151899,0.456533463,0.728029972,0.825076386
0.01,0.01,0.5,0.1,0.801204819,0.848275862,0.736526946,0.866666667,0.608067984,0.801596806,0.868807839
0.01,0.01,0.5,0.1,0.740963855,0.823529412,0.643678161,0.848101266,0.499431619,0.745889713,0.839735196
0.01,0.01,0.5,0.1,0.759036145,0.792307692,0.66025641,0.846590909,0.518260878,0.75342366,0.845352564
0.01,0.01,0.5,0.5,0.807228916,0.826923077,0.777108434,0.837349398,0.615575801,0.807228916,0.876578604
0.01,0.01,0.5,0.5,0.734939759,0.759036145,0.724137931,0.746835443,0.470426128,0.735486687,0.824894515
0.01,0.01,0.5,0.5,0.78313253,0.818791946,0.730538922,0.836363636,0.569888569,0.783451279,0.851134095
0.01,0.01,0.5,0.5,0.731927711,0.75147929,0.729885057,0.734177215,0.463598771,0.732031136,0.837516368
0.01,0.01,0.5,0.5,0.759036145,0.760273973,0.711538462,0.801136364,0.515498879,0.756337413,0.848157051
0.01,0.01,0.5,0.9,0.762048193,0.737704918,0.813253012,0.710843373,0.526866485,0.762048193,0.863732037
0.01,0.01,0.5,0.9,0.731927711,0.727272727,0.781609195,0.67721519,0.462003063,0.729412193,0.818165284
0.01,0.01,0.5,0.9,0.780120482,0.801282051,0.748502994,0.812121212,0.561634037,0.780312103,0.845037198
0.01,0.01,0.5,0.9,0.710843373,0.774647887,0.632183908,0.797468354,0.433709862,0.714826131,0.815000727
0.01,0.01,0.5,0.9,0.719879518,0.672131148,0.788461538,0.659090909,0.449100864,0.723776224,0.834171037
0.01,0.01,0.8,0.1,0.78313253,0.84057971,0.698795181,0.86746988,0.574496577,0.78313253,0.872296415
0.01,0.01,0.8,0.1,0.731927711,0.757575758,0.718390805,0.746835443,0.464694111,0.732613124,0.837807362
0.01,0.01,0.8,0.1,0.768072289,0.830882353,0.676646707,0.860606061,0.546237333,0.768626384,0.857448739
0.01,0.01,0.8,0.1,0.753012048,0.815068493,0.683908046,0.829113924,0.516186012,0.756510985,0.850283719
0.01,0.01,0.8,0.1,0.774096386,0.824,0.66025641,0.875,0.551366443,0.767628205,0.84546183
0.01,0.01,0.8,0.5,0.81626506,0.867132867,0.746987952,0.885542169,0.638690385,0.81626506,0.879554362
0.01,0.01,0.8,0.5,0.731927711,0.763975155,0.706896552,0.759493671,0.466059765,0.733195111,0.836570639
0.01,0.01,0.8,0.5,0.78313253,0.832167832,0.71257485,0.854545455,0.572633147,0.783560152,0.858101978
0.01,0.01,0.8,0.5,0.759036145,0.79375,0.729885057,0.791139241,0.520759175,0.760512149,0.852866288
0.01,0.01,0.8,0.5,0.759036145,0.78358209,0.673076923,0.835227273,0.517079516,0.754152098,0.850342366
0.01,0.01,0.8,0.9,0.774096386,0.797385621,0.734939759,0.813253012,0.549881567,0.774096386,0.85912324
0.01,0.01,0.8,0.9,0.734939759,0.755952381,0.729885057,0.740506329,0.469878922,0.735195693,0.827622581
0.01,0.01,0.8,0.9,0.78313253,0.768361582,0.814371257,0.751515152,0.567122645,0.782943205,0.854509163
0.01,0.01,0.8,0.9,0.725903614,0.767741935,0.683908046,0.772151899,0.456533463,0.728029972,0.835079296
0.01,0.01,0.8,0.9,0.740963855,0.71875,0.737179487,0.744318182,0.480937462,0.740748834,0.844041375
0.1,0.0001,0.2,0.1,0.786144578,0.823129252,0.728915663,0.843373494,0.57607506,0.786144578,0.862117143
0.1,0.0001,0.2,0.1,0.719879518,0.721311475,0.75862069,0.67721519,0.437630386,0.71791794,0.808744362
0.1,0.0001,0.2,0.1,0.756024096,0.76875,0.736526946,0.775757576,0.512610181,0.756142261,0.844474687
0.1,0.0001,0.2,0.1,0.75,0.827338129,0.66091954,0.848101266,0.515291107,0.754510403,0.830932635
0.1,0.0001,0.2,0.1,0.722891566,0.692771084,0.737179487,0.710227273,0.446594208,0.72370338,0.824446387
0.1,0.0001,0.2,0.5,0.813253012,0.833333333,0.78313253,0.843373494,0.627645914,0.813253012,0.878048338
0.1,0.0001,0.2,0.5,0.698795181,0.728395062,0.67816092,0.721518987,0.39933145,0.699839953,0.793703623
0.1,0.0001,0.2,0.5,0.768072289,0.78125,0.748502994,0.787878788,0.536722759,0.768190891,0.84060969
0.1,0.0001,0.2,0.5,0.728915663,0.911764706,0.534482759,0.943037975,0.516929595,0.738760367,0.820675105
0.1,0.0001,0.2,0.5,0.737951807,0.728476821,0.705128205,0.767045455,0.473252185,0.73608683,0.837667541
0.1,0.0001,0.2,0.9,0.5,na,0,1,na,0.5,0.5
0.1,0.0001,0.2,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.0001,0.2,0.9,0.771084337,0.827338129,0.688622754,0.854545455,0.550488811,0.771584105,0.782126656
0.1,0.0001,0.2,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.0001,0.2,0.9,0.469879518,0.469879518,1,0,na,0.5,0.5
0.1,0.0001,0.5,0.1,0.801204819,0.816455696,0.777108434,0.825301205,0.603110421,0.801204819,0.875508056
0.1,0.0001,0.5,0.1,0.725903614,0.77852349,0.666666667,0.791139241,0.459690873,0.728902954,0.819547505
0.1,0.0001,0.5,0.1,0.780120482,0.79375,0.760479042,0.8,0.560835338,0.780239521,0.854472872
0.1,0.0001,0.5,0.1,0.737951807,0.75739645,0.735632184,0.740506329,0.475662949,0.738069257,0.832678597
0.1,0.0001,0.5,0.1,0.728915663,0.703703704,0.730769231,0.727272727,0.457342886,0.729020979,0.83823208
0.1,0.0001,0.5,0.5,0.807228916,0.854166667,0.740963855,0.873493976,0.619926214,0.807228916,0.871679489
0.1,0.0001,0.5,0.5,0.740963855,0.778481013,0.706896552,0.778481013,0.485377564,0.742688782,0.82769533
0.1,0.0001,0.5,0.5,0.768072289,0.784810127,0.74251497,0.793939394,0.537068675,0.768227182,0.854327708
0.1,0.0001,0.5,0.5,0.746987952,0.78125,0.718390805,0.778481013,0.496618984,0.748435909,0.836206897
0.1,0.0001,0.5,0.5,0.756024096,0.769784173,0.685897436,0.818181818,0.509954469,0.752039627,0.840599505
0.1,0.0001,0.5,0.9,0.743975904,0.721311475,0.795180723,0.692771084,0.490530866,0.743975904,0.838347365
0.1,0.0001,0.5,0.9,0.707831325,0.730538922,0.701149425,0.715189873,0.415863081,0.708169649,0.805397934
0.1,0.0001,0.5,0.9,0.734939759,0.730994152,0.748502994,0.721212121,0.469919806,0.734857558,0.823716204
0.1,0.0001,0.5,0.9,0.692771084,0.746575342,0.626436782,0.765822785,0.394678811,0.696129783,0.787210825
0.1,0.0001,0.5,0.9,0.469879518,0.469879518,1,0,na,0.5,0.5
0.1,0.0001,0.8,0.1,0.807228916,0.875,0.71686747,0.897590361,0.624744846,0.807228916,0.876977791
0.1,0.0001,0.8,0.1,0.743975904,0.760233918,0.747126437,0.740506329,0.487287257,0.743816383,0.837025316
0.1,0.0001,0.8,0.1,0.804216867,0.831168831,0.766467066,0.842424242,0.610477442,0.804445654,0.870023589
0.1,0.0001,0.8,0.1,0.734939759,0.802816901,0.655172414,0.82278481,0.482471012,0.738978612,0.843590863
0.1,0.0001,0.8,0.1,0.734939759,0.742857143,0.666666667,0.795454545,0.467046266,0.731060606,0.842129225
0.1,0.0001,0.8,0.5,0.801204819,0.847222222,0.734939759,0.86746988,0.607770798,0.801204819,0.873748004
0.1,0.0001,0.8,0.5,0.734939759,0.76875,0.706896552,0.765822785,0.472478793,0.736359668,0.833387895
0.1,0.0001,0.8,0.5,0.777108434,0.803921569,0.736526946,0.818181818,0.556407537,0.777354382,0.862602069
0.1,0.0001,0.8,0.5,0.475903614,na,0,1,na,0.5,0.620544158
0.1,0.0001,0.8,0.5,0.759036145,0.78358209,0.673076923,0.835227273,0.517079516,0.754152098,0.837940705
0.1,0.0001,0.8,0.9,0.5,0.5,1,0,na,0.5,0.5
0.1,0.0001,0.8,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.0001,0.8,0.9,0.496987952,na,0,1,na,0.5,0.5
0.1,0.0001,0.8,0.9,0.475903614,na,0,1,na,0.5,0.5
0.1,0.0001,0.8,0.9,0.530120482,na,0,1,na,0.5,0.5
0.1,0.001,0.2,0.1,0.792168675,0.821192053,0.746987952,0.837349398,0.586737672,0.792168675,0.871752069
0.1,0.001,0.2,0.1,0.737951807,0.75739645,0.735632184,0.740506329,0.475662949,0.738069257,0.823403172
0.1,0.001,0.2,0.1,0.762048193,0.778481013,0.736526946,0.787878788,0.525006248,0.762202867,0.858610053
0.1,0.001,0.2,0.1,0.746987952,0.792207792,0.701149425,0.797468354,0.49934484,0.74930889,0.836607013
0.1,0.001,0.2,0.1,0.759036145,0.771428571,0.692307692,0.818181818,0.51593005,0.755244755,0.839962121
0.1,0.001,0.2,0.5,0.5,0.5,1,0,na,0.5,0.81071273
0.1,0.001,0.2,0.5,0.71686747,0.73255814,0.724137931,0.708860759,0.432778359,0.716499345,0.807052961
0.1,0.001,0.2,0.5,0.746987952,0.739884393,0.766467066,0.727272727,0.494170396,0.746869897,0.834331337
0.1,0.001,0.2,0.5,0.731927711,0.760736196,0.712643678,0.753164557,0.465342989,0.732904118,0.814655172
0.1,0.001,0.2,0.5,0.731927711,0.700598802,0.75,0.715909091,0.465071375,0.732954545,0.831512238
0.1,0.001,0.2,0.9,0.5,0.5,1,0,na,0.5,0.5
0.1,0.001,0.2,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.001,0.2,0.9,0.503012048,0.503030303,0.994011976,0.006060606,0.000468984,0.500036291,0.500036291
0.1,0.001,0.2,0.9,0.475903614,na,0,1,na,0.5,0.5
0.1,0.001,0.2,0.9,0.469879518,0.469879518,1,0,na,0.5,0.5
0.1,0.001,0.5,0.1,0.795180723,0.818181818,0.759036145,0.831325301,0.59191005,0.795180723,0.877939469
0.1,0.001,0.5,0.1,0.737951807,0.78807947,0.683908046,0.797468354,0.482792152,0.7406882,0.82291212
0.1,0.001,0.5,0.1,0.792168675,0.835616438,0.730538922,0.854545455,0.589366992,0.792542188,0.861005262
0.1,0.001,0.5,0.1,0.743975904,0.811188811,0.666666667,0.829113924,0.500027359,0.747890295,0.829295795
0.1,0.001,0.5,0.1,0.759036145,0.740506329,0.75,0.767045455,0.516706815,0.758522727,0.843057984
0.1,0.001,0.5,0.5,0.81626506,0.838709677,0.78313253,0.84939759,0.633923449,0.81626506,0.876197561
0.1,0.001,0.5,0.5,0.734939759,0.779220779,0.689655172,0.784810127,0.475157141,0.737232649,0.813218391
0.1,0.001,0.5,0.5,0.756024096,0.741573034,0.790419162,0.721212121,0.512964059,0.755815641,0.851442569
0.1,0.001,0.5,0.5,0.737951807,0.795918367,0.672413793,0.810126582,0.485168162,0.741270188,0.824858141
0.1,0.001,0.5,0.5,0.746987952,0.743243243,0.705128205,0.784090909,0.491227058,0.744609557,0.837867861
0.1,0.001,0.5,0.9,0.5,0.5,1,0,na,0.5,0.809497024
0.1,0.001,0.5,0.9,0.695783133,0.658008658,0.873563218,0.5,0.405509095,0.686781609,0.792612396
0.1,0.001,0.5,0.9,0.53313253,0.8,0.095808383,0.975757576,0.150388424,0.535782979,0.535873707
0.1,0.001,0.5,0.9,0.475903614,na,0,1,na,0.5,0.5
0.1,0.001,0.5,0.9,0.734939759,0.778688525,0.608974359,0.846590909,0.471606386,0.727782634,0.817981498
0.1,0.001,0.8,0.1,0.81626506,0.872340426,0.740963855,0.891566265,0.639827731,0.81626506,0.878538249
0.1,0.001,0.8,0.1,0.722891566,0.759493671,0.689655172,0.759493671,0.449148843,0.724574422,0.827349774
0.1,0.001,0.8,0.1,0.798192771,0.842465753,0.736526946,0.860606061,0.601503814,0.798566503,0.857122119
0.1,0.001,0.8,0.1,0.734939759,0.782894737,0.683908046,0.791139241,0.476191855,0.737523643,0.838716718
0.1,0.001,0.8,0.1,0.722891566,0.702531646,0.711538462,0.732954545,0.444201886,0.722246503,0.844951923
0.1,0.001,0.8,0.5,0.780120482,0.84962406,0.680722892,0.879518072,0.571650503,0.780120482,0.869574684
0.1,0.001,0.8,0.5,0.737951807,0.784313725,0.689655172,0.791139241,0.481715199,0.740397206,0.830623454
0.1,0.001,0.8,0.5,0.768072289,0.796052632,0.724550898,0.812121212,0.538581198,0.768336055,0.862602069
0.1,0.001,0.8,0.5,0.737951807,0.884955752,0.574712644,0.917721519,0.519027134,0.746217081,0.83977157
0.1,0.001,0.8,0.5,0.762048193,0.789473684,0.673076923,0.840909091,0.523501073,0.756993007,0.839415793
0.1,0.001,0.8,0.9,0.5,0.5,1,0,na,0.5,0.5
0.1,0.001,0.8,0.9,0.743975904,0.850393701,0.620689655,0.879746835,0.514248871,0.750218245,0.789902517
0.1,0.001,0.8,0.9,0.75,0.791666667,0.682634731,0.818181818,0.50526441,0.750408274,0.840645981
0.1,0.001,0.8,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.001,0.8,0.9,0.469879518,0.469879518,1,0,na,0.5,0.5
0.1,0.01,0.2,0.1,0.765060241,0.84375,0.65060241,0.879518072,0.544581149,0.765060241,0.855966033
0.1,0.01,0.2,0.1,0.671686747,0.922077922,0.408045977,0.962025316,0.437898152,0.685035647,0.83071439
0.1,0.01,0.2,0.1,0.765060241,0.773006135,0.754491018,0.775757576,0.530325584,0.765124297,0.836762838
0.1,0.01,0.2,0.1,0.734939759,0.728723404,0.787356322,0.67721519,0.468161366,0.732285756,0.836679761
0.1,0.01,0.2,0.1,0.765060241,0.8,0.666666667,0.852272727,0.53062525,0.759469697,0.862070221
0.1,0.01,0.2,0.5,0.710843373,0.972972973,0.43373494,0.987951807,0.506608331,0.710843373,0.855966033
0.1,0.01,0.2,0.5,0.689759036,0.729032258,0.649425287,0.734177215,0.384000789,0.691801251,0.794085552
0.1,0.01,0.2,0.5,0.728915663,0.773049645,0.652694611,0.806060606,0.464039536,0.729377608,0.822246416
0.1,0.01,0.2,0.5,0.527108434,0.525679758,1,0.006329114,0.057680907,0.503164557,0.833224211
0.1,0.01,0.2,0.5,0.725903614,0.724137931,0.673076923,0.772727273,0.448598669,0.722902098,0.819893648
0.1,0.01,0.2,0.9,0.5,na,0,1,na,0.5,0.5
0.1,0.01,0.2,0.9,0.475903614,na,0,1,na,0.5,0.5
0.1,0.01,0.2,0.9,0.503012048,0.503012048,1,0,na,0.5,0.5
0.1,0.01,0.2,0.9,0.524096386,0.524096386,1,0,na,0.5,0.5
0.1,0.01,0.2,0.9,0.469879518,0.469879518,1,0,na,0.5,0.5
0.1,0.01,0.5,0.1,0.542168675,0.522012579,1,0.084337349,0.209821727,0.542168675,0.872006097
0.1,0.01,0.5,0.1,0.71686747,0.934782609,0.494252874,0.962025316,0.509135457,0.728139095,0.821002473
0.1,0.01,0.5,0.1,0.777108434,0.872,0.652694611,0.903030303,0.573482138,0.777862457,0.863073852
0.1,0.01,0.5,0.1,0.746987952,0.706422018,0.885057471,0.594936709,0.504845474,0.73999709,0.84839226
0.1,0.01,0.5,0.1,0.756024096,0.748344371,0.724358974,0.784090909,0.50961127,0.754224942,0.837339744
0.1,0.01,0.5,0.5,0.722891566,0.672897196,0.86746988,0.578313253,0.465675972,0.722891566,0.855712005
0.1,0.01,0.5,0.5,0.731927711,0.84,0.603448276,0.873417722,0.491540543,0.738432999,0.828641059
0.1,0.01,0.5,0.5,0.753012048,0.757575758,0.748502994,0.757575758,0.506078752,0.753039376,0.844311377
0.1,0.01,0.5,0.5,0.545180723,0.96,0.137931034,0.993670886,0.249072743,0.56580096,0.817510549
0.1,0.01,0.5,0.5,0.743975904,0.72327044,0.737179487,0.75,0.486727644,0.743589744,0.826085373
0.1,0.01,0.5,0.9,0.5,0.5,1,0,na,0.5,0.533604297
0.1,0.01,0.5,0.9,0.698795181,0.662280702,0.867816092,0.512658228,0.40967968,0.69023716,0.809399098
0.1,0.01,0.5,0.9,0.503012048,0.503012048,1,0,na,0.5,0.485175104
0.1,0.01,0.5,0.9,0.475903614,na,0,1,na,0.5,0.5
0.1,0.01,0.5,0.9,0.728915663,0.717105263,0.698717949,0.755681818,0.455196261,0.727199883,0.820294289
0.1,0.01,0.8,0.1,0.512048193,0.506097561,1,0.024096386,0.110431526,0.512048193,0.853117288
0.1,0.01,0.8,0.1,0.734939759,0.890909091,0.563218391,0.924050633,0.517010236,0.743634512,0.840317183
0.1,0.01,0.8,0.1,0.780120482,0.826388889,0.71257485,0.848484848,0.566042592,0.780529849,0.855815641
0.1,0.01,0.8,0.1,0.719879518,0.686635945,0.856321839,0.569620253,0.447069395,0.712971046,0.844100102
0.1,0.01,0.8,0.1,0.719879518,0.655172414,0.852564103,0.602272727,0.465726964,0.727418415,0.845243298
0.1,0.01,0.8,0.5,0.638554217,0.581560284,0.987951807,0.289156627,0.387389884,0.638554217,0.890550152
0.1,0.01,0.8,0.5,0.662650602,0.613970588,0.959770115,0.335443038,0.38315879,0.647606576,0.839662447
0.1,0.01,0.8,0.5,0.536144578,0.520634921,0.982035928,0.084848485,0.151720893,0.533442206,0.796171294
0.1,0.01,0.8,0.5,0.662650602,0.907894737,0.396551724,0.955696203,0.418721089,0.676123963,0.797322858
0.1,0.01,0.8,0.5,0.530120482,na,0,1,na,0.5,0.601689977
0.1,0.01,0.8,0.9,0.701807229,0.924050633,0.439759036,0.963855422,0.473915591,0.701807229,0.804180578
0.1,0.01,0.8,0.9,0.572289157,0.775862069,0.25862069,0.917721519,0.231937069,0.588171104,0.620980649
0.1,0.01,0.8,0.9,0.656626506,0.907692308,0.353293413,0.963636364,0.399347476,0.658464888,0.733932136
0.1,0.01,0.8,0.9,0.475903614,na,0,1,na,0.5,0.754564964
0.1,0.01,0.8,0.9,0.644578313,0.584070796,0.846153846,0.465909091,0.334082458,0.656031469,0.825211247
